mount,orient,d_set_m,scan,d_m,px,py,lx,ly,lz,stamp,n_new,best_all,best_ns,best_rings,best_ring_list,near_n,near_rings,near_d_m,nearxy_n,nearxy_rings,nearxy_d_m,alarm_m3,alarm_m5,alarm_m10,alarm_m20,alarm_xy5,cand_m3,cand_m5,cand_m10,cand_m20,cand_xy5,best
mulcher,toward,35.0,2,35.0,-35.0,0.0,0.0,0.0,2.1,107.5,8,8,8,2,6 7,4,1,0.008,8,2,0.022,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,35.0,3,35.0,-35.0,0.0,0.0,0.0,2.1,107.6,8,8,8,2,6 7,4,1,0.014,8,2,0.022,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,35.0,4,35.0,-35.0,0.0,0.0,0.0,2.1,107.7,8,8,8,2,6 7,4,1,0.028,8,2,0.028,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,35.0,5,35.0,-35.0,0.0,0.0,0.0,2.1,107.8,8,8,8,2,6 7,4,1,0.023,8,2,0.017,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,35.0,6,35.0,-35.0,0.0,0.0,0.0,2.1,107.9,8,8,8,2,6 7,4,1,0.011,8,2,0.035,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,35.0,7,35.0,-35.0,0.0,0.0,0.0,2.1,108.0,8,8,8,2,6 7,4,1,0.001,8,2,0.031,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,35.0,8,35.0,-35.0,0.0,0.0,0.0,2.1,108.1,8,8,8,2,6 7,4,1,0.011,8,2,0.021,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,35.0,9,35.0,-35.0,0.0,0.0,0.0,2.1,108.2,8,8,8,2,6 7,4,1,0.02,8,2,0.018,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,37.5,0,37.5,-37.5,0.0,0.0,0.0,2.1,108.3,8,8,8,2,6 7,4,1,0.088,8,2,0.04,0,0,0,0,0,0,0,0,0,1,1
mulcher,toward,37.5,1,37.5,-37.5,0.0,0.0,0.0,2.1,108.4,8,8,8,2,6 7,4,1,0.09,8,2,0.039,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,37.5,2,37.5,-37.5,0.0,0.0,0.0,2.1,108.5,8,8,8,2,6 7,4,1,0.029,8,2,0.023,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,37.5,3,37.5,-37.5,0.0,0.0,0.0,2.1,108.6,8,8,8,2,6 7,4,1,0.075,8,2,0.025,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,37.5,4,37.5,-37.5,0.0,0.0,0.0,2.1,108.7,8,8,8,2,6 7,4,1,0.08,8,2,0.034,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,37.5,5,37.5,-37.5,0.0,0.0,0.0,2.1,108.8,8,8,8,2,6 7,4,1,0.076,8,2,0.021,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,37.5,6,37.5,-37.5,0.0,0.0,0.0,2.1,108.9,8,8,8,2,6 7,4,1,0.096,8,2,0.043,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,37.5,7,37.5,-37.5,0.0,0.0,0.0,2.1,109.0,8,8,8,2,6 7,4,1,0.068,8,2,0.028,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,37.5,8,37.5,-37.5,0.0,0.0,0.0,2.1,109.1,8,8,8,2,6 7,4,1,0.021,8,2,0.044,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,37.5,9,37.5,-37.5,0.0,0.0,0.0,2.1,109.2,8,8,8,2,6 7,4,1,0.084,8,2,0.029,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,40.0,0,40.0,-40.0,0.0,0.0,0.0,2.1,109.3,6,6,6,1,7,6,1,0.096,6,1,0.096,0,0,0,0,0,0,0,0,0,0,1
mulcher,toward,40.0,1,40.0,-40.0,0.0,0.0,0.0,2.1,109.4,6,6,6,1,7,6,1,0.097,6,1,0.097,0,0,0,0,0,0,0,0,0,0,1
mulcher,toward,40.0,2,40.0,-40.0,0.0,0.0,0.0,2.1,109.5,6,6,6,1,7,6,1,0.098,6,1,0.098,0,0,0,0,0,0,0,0,0,0,1
mulcher,toward,40.0,3,40.0,-40.0,0.0,0.0,0.0,2.1,109.6,6,6,6,1,7,6,1,0.081,6,1,0.081,0,0,0,0,0,0,0,0,0,0,1
mulcher,toward,40.0,4,40.0,-40.0,0.0,0.0,0.0,2.1,109.7,6,6,6,1,7,6,1,0.094,6,1,0.094,0,0,0,0,0,0,0,0,0,0,1
mulcher,toward,40.0,5,40.0,-40.0,0.0,0.0,0.0,2.1,109.8,6,6,6,1,7,6,1,0.104,6,1,0.104,0,0,0,0,0,0,0,0,0,0,1
mulcher,toward,40.0,6,40.0,-40.0,0.0,0.0,0.0,2.1,109.9,6,6,6,1,7,6,1,0.084,6,1,0.084,0,0,0,0,0,0,0,0,0,0,1
mulcher,toward,40.0,7,40.0,-40.0,0.0,0.0,0.0,2.1,110.0,6,6,6,1,7,6,1,0.093,6,1,0.093,0,0,0,0,0,0,0,0,0,0,1
mulcher,toward,40.0,8,40.0,-40.0,0.0,0.0,0.0,2.1,110.1,6,6,6,1,7,6,1,0.083,6,1,0.083,0,0,0,0,0,0,0,0,0,0,1
mulcher,toward,40.0,9,40.0,-40.0,0.0,0.0,0.0,2.1,110.2,6,6,6,1,7,6,1,0.101,6,1,0.101,0,0,0,0,0,0,0,0,0,0,1
mulcher,across,5.0,0,5.0,-5.0,0.0,0.0,0.0,2.1,110.3,21,21,21,2,4 5,21,2,0.082,21,2,0.082,0,0,0,0,0,1,1,1,1,1,1
mulcher,across,5.0,1,5.0,-5.0,0.0,0.0,0.0,2.1,110.4,21,21,21,2,4 5,21,2,0.079,21,2,0.079,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,5.0,2,5.0,-5.0,0.0,0.0,0.0,2.1,110.5,21,21,21,2,4 5,21,2,0.076,21,2,0.076,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,5.0,3,5.0,-5.0,0.0,0.0,0.0,2.1,110.6,21,21,21,2,4 5,21,2,0.078,21,2,0.078,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,5.0,4,5.0,-5.0,0.0,0.0,0.0,2.1,110.7,21,21,21,2,4 5,21,2,0.078,21,2,0.078,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,5.0,5,5.0,-5.0,0.0,0.0,0.0,2.1,110.8,21,21,21,2,4 5,21,2,0.074,21,2,0.074,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,5.0,6,5.0,-5.0,0.0,0.0,0.0,2.1,110.9,21,21,21,2,4 5,21,2,0.077,21,2,0.077,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,5.0,7,5.0,-5.0,0.0,0.0,0.0,2.1,111.0,21,21,21,2,4 5,21,2,0.082,21,2,0.082,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,5.0,8,5.0,-5.0,0.0,0.0,0.0,2.1,111.1,21,21,21,2,4 5,21,2,0.078,21,2,0.078,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,5.0,9,5.0,-5.0,0.0,0.0,0.0,2.1,111.2,21,21,21,2,4 5,21,2,0.073,21,2,0.073,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,7.5,0,7.5,-7.5,0.0,0.0,0.0,2.1,111.3,28,28,28,3,4 5 6,28,3,0.12,28,3,0.12,0,0,0,0,0,1,1,1,1,1,1
mulcher,across,7.5,1,7.5,-7.5,0.0,0.0,0.0,2.1,111.4,28,28,28,3,4 5 6,28,3,0.118,28,3,0.118,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,7.5,2,7.5,-7.5,0.0,0.0,0.0,2.1,111.5,28,28,28,3,4 5 6,28,3,0.117,28,3,0.117,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,7.5,3,7.5,-7.5,0.0,0.0,0.0,2.1,111.6,28,28,28,3,4 5 6,28,3,0.119,28,3,0.119,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,7.5,4,7.5,-7.5,0.0,0.0,0.0,2.1,111.7,28,28,28,3,4 5 6,28,3,0.113,28,3,0.113,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,7.5,5,7.5,-7.5,0.0,0.0,0.0,2.1,111.8,28,28,28,3,4 5 6,28,3,0.127,28,3,0.127,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,7.5,6,7.5,-7.5,0.0,0.0,0.0,2.1,111.9,28,28,28,3,4 5 6,28,3,0.119,28,3,0.119,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,7.5,7,7.5,-7.5,0.0,0.0,0.0,2.1,112.0,28,28,28,3,4 5 6,28,3,0.123,28,3,0.123,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,7.5,8,7.5,-7.5,0.0,0.0,0.0,2.1,112.1,28,28,28,3,4 5 6,28,3,0.117,28,3,0.117,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,7.5,9,7.5,-7.5,0.0,0.0,0.0,2.1,112.2,28,28,28,3,4 5 6,28,3,0.122,28,3,0.122,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,10.0,0,10.0,-10.0,0.0,0.0,0.0,2.1,112.3,28,28,28,3,4 5 6,28,3,0.122,28,3,0.122,0,0,0,0,0,1,1,1,1,1,1
mulcher,across,10.0,1,10.0,-10.0,0.0,0.0,0.0,2.1,112.4,28,28,28,3,4 5 6,28,3,0.114,28,3,0.114,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,10.0,2,10.0,-10.0,0.0,0.0,0.0,2.1,112.5,28,28,28,3,4 5 6,28,3,0.119,28,3,0.119,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,10.0,3,10.0,-10.0,0.0,0.0,0.0,2.1,112.6,28,28,28,3,4 5 6,28,3,0.117,28,3,0.117,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,10.0,4,10.0,-10.0,0.0,0.0,0.0,2.1,112.7,28,28,28,3,4 5 6,28,3,0.115,28,3,0.115,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,10.0,5,10.0,-10.0,0.0,0.0,0.0,2.1,112.8,28,28,28,3,4 5 6,28,3,0.115,28,3,0.115,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,10.0,6,10.0,-10.0,0.0,0.0,0.0,2.1,112.9,28,28,28,3,4 5 6,28,3,0.119,28,3,0.119,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,10.0,7,10.0,-10.0,0.0,0.0,0.0,2.1,113.0,28,28,28,3,4 5 6,28,3,0.118,28,3,0.118,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,10.0,8,10.0,-10.0,0.0,0.0,0.0,2.1,113.1,28,28,28,3,4 5 6,28,3,0.117,28,3,0.117,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,10.0,9,10.0,-10.0,0.0,0.0,0.0,2.1,113.2,28,28,28,3,4 5 6,28,3,0.114,28,3,0.114,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,12.5,0,12.5,-12.5,0.0,0.0,0.0,2.1,113.3,22,22,22,3,4 5 6,22,3,0.122,22,3,0.122,0,0,0,0,0,1,1,1,1,1,1
mulcher,across,12.5,1,12.5,-12.5,0.0,0.0,0.0,2.1,113.4,22,22,22,3,4 5 6,22,3,0.121,22,3,0.121,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,12.5,2,12.5,-12.5,0.0,0.0,0.0,2.1,113.5,22,22,22,3,4 5 6,22,3,0.121,22,3,0.121,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,12.5,3,12.5,-12.5,0.0,0.0,0.0,2.1,113.6,22,22,22,3,4 5 6,22,3,0.12,22,3,0.12,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,12.5,4,12.5,-12.5,0.0,0.0,0.0,2.1,113.7,22,22,22,3,4 5 6,22,3,0.122,22,3,0.122,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,12.5,5,12.5,-12.5,0.0,0.0,0.0,2.1,113.8,22,22,22,3,4 5 6,22,3,0.123,22,3,0.123,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,12.5,6,12.5,-12.5,0.0,0.0,0.0,2.1,113.9,22,22,22,3,4 5 6,22,3,0.121,22,3,0.121,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,12.5,7,12.5,-12.5,0.0,0.0,0.0,2.1,114.0,22,22,22,3,4 5 6,22,3,0.131,22,3,0.131,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,12.5,8,12.5,-12.5,0.0,0.0,0.0,2.1,114.1,22,22,22,3,4 5 6,22,3,0.122,22,3,0.122,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,12.5,9,12.5,-12.5,0.0,0.0,0.0,2.1,114.2,22,22,22,3,4 5 6,22,3,0.119,22,3,0.119,1,1,1,1,1,1,1,1,1,1,1
mulcher,across,15.0,0,15.0,-15.0,0.0,0.0,0.0,2.1,114.3,20,20,20,3,4 5 6,8,1,0.082,20,3,0.108,0,0,0,0,0,0,0,0,0,1,1
mulcher,across,15.0,1,15.0,-15.0,0.0,0.0,0.0,2.1,114.4,20,20,20,3,4 5 6,8,1,0.088,20,3,0.108,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,15.0,2,15.0,-15.0,0.0,0.0,0.0,2.1,114.5,20,20,20,3,4 5 6,8,1,0.102,20,3,0.119,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,15.0,3,15.0,-15.0,0.0,0.0,0.0,2.1,114.6,20,20,20,3,4 5 6,8,1,0.076,20,3,0.108,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,15.0,4,15.0,-15.0,0.0,0.0,0.0,2.1,114.7,20,20,20,3,4 5 6,8,1,0.086,20,3,0.113,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,15.0,5,15.0,-15.0,0.0,0.0,0.0,2.1,114.8,20,20,20,3,4 5 6,8,1,0.086,20,3,0.108,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,15.0,6,15.0,-15.0,0.0,0.0,0.0,2.1,114.9,20,20,20,3,4 5 6,8,1,0.081,20,3,0.111,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,15.0,7,15.0,-15.0,0.0,0.0,0.0,2.1,115.0,20,20,20,3,4 5 6,8,1,0.086,20,3,0.11,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,15.0,8,15.0,-15.0,0.0,0.0,0.0,2.1,115.1,20,20,20,3,4 5 6,8,1,0.084,20,3,0.115,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,15.0,9,15.0,-15.0,0.0,0.0,0.0,2.1,115.2,20,20,20,3,4 5 6,8,1,0.093,20,3,0.116,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,17.5,0,17.5,-17.5,0.0,0.0,0.0,2.1,115.3,10,10,10,2,5 6,5,1,0.06,10,2,0.107,0,0,0,0,0,0,0,0,0,1,1
mulcher,across,17.5,1,17.5,-17.5,0.0,0.0,0.0,2.1,115.4,10,10,10,2,5 6,5,1,0.067,10,2,0.112,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,17.5,2,17.5,-17.5,0.0,0.0,0.0,2.1,115.5,10,10,10,2,5 6,5,1,0.08,10,2,0.118,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,17.5,3,17.5,-17.5,0.0,0.0,0.0,2.1,115.6,10,10,10,2,5 6,5,1,0.049,10,2,0.105,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,17.5,4,17.5,-17.5,0.0,0.0,0.0,2.1,115.7,10,10,10,2,5 6,5,1,0.074,10,2,0.108,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,17.5,5,17.5,-17.5,0.0,0.0,0.0,2.1,115.8,10,10,10,2,5 6,5,1,0.058,10,2,0.1,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,17.5,6,17.5,-17.5,0.0,0.0,0.0,2.1,115.9,10,10,10,2,5 6,5,1,0.072,10,2,0.117,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,17.5,7,17.5,-17.5,0.0,0.0,0.0,2.1,116.0,10,10,10,2,5 6,5,1,0.073,10,2,0.118,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,17.5,8,17.5,-17.5,0.0,0.0,0.0,2.1,116.1,10,10,10,2,5 6,5,1,0.064,10,2,0.114,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,17.5,9,17.5,-17.5,0.0,0.0,0.0,2.1,116.2,10,10,10,2,5 6,5,1,0.054,10,2,0.103,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,20.0,0,20.0,-20.0,0.0,0.0,0.0,2.1,116.3,14,14,14,3,5 6 7,3,1,0.085,14,3,0.091,0,0,0,0,0,0,0,0,0,1,1
mulcher,across,20.0,1,20.0,-20.0,0.0,0.0,0.0,2.1,116.4,14,14,14,3,5 6 7,3,1,0.095,14,3,0.099,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,20.0,2,20.0,-20.0,0.0,0.0,0.0,2.1,116.5,14,14,14,3,5 6 7,3,1,0.079,14,3,0.092,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,20.0,3,20.0,-20.0,0.0,0.0,0.0,2.1,116.6,14,14,14,3,5 6 7,3,1,0.092,14,3,0.094,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,20.0,4,20.0,-20.0,0.0,0.0,0.0,2.1,116.7,14,14,14,3,5 6 7,3,1,0.079,14,3,0.087,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,20.0,5,20.0,-20.0,0.0,0.0,0.0,2.1,116.8,14,14,14,3,5 6 7,3,1,0.081,14,3,0.097,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,20.0,6,20.0,-20.0,0.0,0.0,0.0,2.1,116.9,14,14,14,3,5 6 7,3,1,0.092,14,3,0.097,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,20.0,7,20.0,-20.0,0.0,0.0,0.0,2.1,117.0,14,14,14,3,5 6 7,3,1,0.076,14,3,0.095,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,20.0,8,20.0,-20.0,0.0,0.0,0.0,2.1,117.1,14,14,14,3,5 6 7,3,1,0.08,14,3,0.093,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,20.0,9,20.0,-20.0,0.0,0.0,0.0,2.1,117.2,14,14,14,3,5 6 7,3,1,0.089,14,3,0.098,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,22.5,0,22.5,-22.5,0.0,0.0,0.0,2.1,117.3,15,15,15,3,5 6 7,3,1,0.029,15,3,0.064,0,0,0,0,0,0,0,0,0,1,1
mulcher,across,22.5,1,22.5,-22.5,0.0,0.0,0.0,2.1,117.4,15,15,15,3,5 6 7,5,1,0.052,15,3,0.06,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,22.5,2,22.5,-22.5,0.0,0.0,0.0,2.1,117.5,15,15,15,3,5 6 7,5,1,0.055,15,3,0.065,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,22.5,3,22.5,-22.5,0.0,0.0,0.0,2.1,117.6,15,15,15,3,5 6 7,3,1,0.027,15,3,0.069,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,22.5,4,22.5,-22.5,0.0,0.0,0.0,2.1,117.7,15,15,15,3,5 6 7,3,1,0.028,15,3,0.065,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,22.5,5,22.5,-22.5,0.0,0.0,0.0,2.1,117.8,15,15,15,3,5 6 7,5,1,0.046,15,3,0.064,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,22.5,6,22.5,-22.5,0.0,0.0,0.0,2.1,117.9,15,15,15,3,5 6 7,3,1,0.03,15,3,0.073,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,22.5,7,22.5,-22.5,0.0,0.0,0.0,2.1,118.0,15,15,15,3,5 6 7,5,1,0.05,15,3,0.07,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,22.5,8,22.5,-22.5,0.0,0.0,0.0,2.1,118.1,15,15,15,3,5 6 7,3,1,0.028,15,3,0.067,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,22.5,9,22.5,-22.5,0.0,0.0,0.0,2.1,118.2,15,15,15,3,5 6 7,3,1,0.033,15,3,0.058,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,25.0,0,25.0,-25.0,0.0,0.0,0.0,2.1,118.3,9,9,9,2,6 7,6,1,0.073,9,2,0.077,0,0,0,0,0,0,0,0,0,1,1
mulcher,across,25.0,1,25.0,-25.0,0.0,0.0,0.0,2.1,118.4,9,9,9,2,6 7,6,1,0.077,9,2,0.083,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,25.0,2,25.0,-25.0,0.0,0.0,0.0,2.1,118.5,9,9,9,2,6 7,6,1,0.066,9,2,0.074,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,25.0,3,25.0,-25.0,0.0,0.0,0.0,2.1,118.6,9,9,9,2,6 7,6,1,0.08,9,2,0.078,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,25.0,4,25.0,-25.0,0.0,0.0,0.0,2.1,118.7,9,9,9,2,6 7,6,1,0.07,9,2,0.079,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,25.0,5,25.0,-25.0,0.0,0.0,0.0,2.1,118.8,9,9,9,2,6 7,6,1,0.062,9,2,0.07,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,25.0,6,25.0,-25.0,0.0,0.0,0.0,2.1,118.9,9,9,9,2,6 7,6,1,0.065,9,2,0.082,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,25.0,7,25.0,-25.0,0.0,0.0,0.0,2.1,119.0,9,9,9,2,6 7,6,1,0.068,9,2,0.08,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,25.0,8,25.0,-25.0,0.0,0.0,0.0,2.1,119.1,9,9,9,2,6 7,6,1,0.069,9,2,0.07,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,25.0,9,25.0,-25.0,0.0,0.0,0.0,2.1,119.2,9,9,9,2,6 7,6,1,0.08,9,2,0.078,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,27.5,0,27.5,-27.5,0.0,0.0,0.0,2.1,119.3,8,8,8,2,6 7,3,1,0.107,8,2,0.102,0,0,0,0,0,0,0,0,0,1,1
mulcher,across,27.5,1,27.5,-27.5,0.0,0.0,0.0,2.1,119.4,8,8,8,2,6 7,5,1,0.104,8,2,0.101,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,27.5,2,27.5,-27.5,0.0,0.0,0.0,2.1,119.5,8,8,8,2,6 7,5,1,0.103,8,2,0.108,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,27.5,3,27.5,-27.5,0.0,0.0,0.0,2.1,119.6,8,8,8,2,6 7,3,1,0.112,8,2,0.113,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,27.5,4,27.5,-27.5,0.0,0.0,0.0,2.1,119.7,8,8,8,2,6 7,3,1,0.107,8,2,0.108,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,27.5,5,27.5,-27.5,0.0,0.0,0.0,2.1,119.8,8,8,8,2,6 7,3,1,0.102,8,2,0.096,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,27.5,6,27.5,-27.5,0.0,0.0,0.0,2.1,119.9,8,8,8,2,6 7,5,1,0.107,8,2,0.106,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,27.5,7,27.5,-27.5,0.0,0.0,0.0,2.1,120.0,8,8,8,2,6 7,3,1,0.102,8,2,0.094,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,27.5,8,27.5,-27.5,0.0,0.0,0.0,2.1,120.1,8,8,8,2,6 7,5,1,0.103,8,2,0.099,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,27.5,9,27.5,-27.5,0.0,0.0,0.0,2.1,120.2,8,8,8,2,6 7,3,1,0.113,8,2,0.109,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,30.0,0,30.0,-30.0,0.0,0.0,0.0,2.1,120.3,6,6,6,2,6 7,2,1,0.083,6,2,0.076,0,0,0,0,0,0,0,0,0,1,1
mulcher,across,30.0,1,30.0,-30.0,0.0,0.0,0.0,2.1,120.4,6,6,6,2,6 7,2,1,0.071,6,2,0.084,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,30.0,2,30.0,-30.0,0.0,0.0,0.0,2.1,120.5,6,6,6,2,6 7,4,1,0.079,6,2,0.071,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,30.0,3,30.0,-30.0,0.0,0.0,0.0,2.1,120.6,6,6,6,2,6 7,2,1,0.089,6,2,0.107,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,30.0,4,30.0,-30.0,0.0,0.0,0.0,2.1,120.7,6,6,6,2,6 7,2,1,0.07,6,2,0.08,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,30.0,5,30.0,-30.0,0.0,0.0,0.0,2.1,120.8,6,6,6,2,6 7,2,1,0.078,6,2,0.088,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,30.0,6,30.0,-30.0,0.0,0.0,0.0,2.1,120.9,6,6,6,2,6 7,2,1,0.068,6,2,0.065,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,30.0,7,30.0,-30.0,0.0,0.0,0.0,2.1,121.0,6,6,6,2,6 7,2,1,0.08,6,2,0.087,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,30.0,8,30.0,-30.0,0.0,0.0,0.0,2.1,121.1,6,6,6,2,6 7,2,1,0.078,6,2,0.083,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,30.0,9,30.0,-30.0,0.0,0.0,0.0,2.1,121.2,6,6,6,2,6 7,2,1,0.071,6,2,0.073,0,0,0,0,1,0,0,0,0,1,1
mulcher,across,32.5,0,32.5,-32.5,0.0,0.0,0.0,2.1,121.3,4,4,4,2,6 7,2,1,0.029,4,2,0.037,0,0,0,0,0,0,0,0,0,0,0
mulcher,across,32.5,1,32.5,-32.5,0.0,0.0,0.0,2.1,121.4,4,4,4,2,6 7,2,1,0.064,4,2,0.046,0,0,0,0,0,0,0,0,0,0,0
mulcher,across,32.5,2,32.5,-32.5,0.0,0.0,0.0,2.1,121.5,4,4,4,2,6 7,2,1,0.073,4,2,0.049,0,0,0,0,0,0,0,0,0,0,0
mulcher,across,32.5,3,32.5,-32.5,0.0,0.0,0.0,2.1,121.6,4,4,4,2,6 7,2,1,0.077,4,2,0.06,0,0,0,0,0,0,0,0,0,0,0
mulcher,across,32.5,4,32.5,-32.5,0.0,0.0,0.0,2.1,121.7,4,4,4,2,6 7,2,1,0.071,4,2,0.046,0,0,0,0,0,0,0,0,0,0,0
mulcher,across,32.5,5,32.5,-32.5,0.0,0.0,0.0,2.1,121.8,4,4,4,2,6 7,2,1,0.061,4,2,0.054,0,0,0,0,0,0,0,0,0,0,0
mulcher,across,32.5,6,32.5,-32.5,0.0,0.0,0.0,2.1,121.9,4,4,4,2,6 7,2,1,0.081,4,2,0.068,0,0,0,0,0,0,0,0,0,0,0
mulcher,across,32.5,7,32.5,-32.5,0.0,0.0,0.0,2.1,122.0,4,4,4,2,6 7,2,1,0.049,4,2,0.061,0,0,0,0,0,0,0,0,0,0,0
mulcher,across,32.5,8,32.5,-32.5,0.0,0.0,0.0,2.1,122.1,4,4,4,2,6 7,2,1,0.092,4,2,0.064,0,0,0,0,0,0,0,0,0,0,0
mulcher,across,32.5,9,32.5,-32.5,0.0,0.0,0.0,2.1,122.2,4,4,4,2,6 7,2,1,0.056,4,2,0.073,0,0,0,0,0,0,0,0,0,0,0
